"","tweet_id","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","airline_sentiment_gold","name","negativereason_gold","retweet_count","text","tweet_coord","tweet_created","tweet_location","user_timezone","airline_sentiment","ID_unit","Prob","Stratum"
"3980",567894187900710912,0.6388,"",NA,"United","","lisahsamuel","",0,"@united Great, thank you!! I'll send it now.","","2015-02-17 19:51:40 -0800","Bellingham, WA","Pacific Time (US & Canada)","neutral",9977,0.129073894804776,2
"4013",567873519356284928,0.7223,"",0,"United","","JackieFerrari3","",0,"@united 374 ORD to ROC. Fam came to see me at SNA. I'm a member, so is my dad. He used his miles for them.","","2015-02-17 18:29:32 -0800","Irvine","","neutral",9982,0.129073894804776,2
"4016",567872614296862720,1,"",NA,"United","","lorenzosimpson","",0,"@united is there a referral program for the Milageplus explorer card?","","2015-02-17 18:25:56 -0800","","Eastern Time (US & Canada)","neutral",9983,0.129073894804776,2
"4039",567856598762156032,0.6466,"",0,"United","","ReuvenN","",0,"@united reinstating the kosher meals that were dropped shortly after the merger?","","2015-02-17 17:22:18 -0800","Los Angeles, CA and the world.","Pacific Time (US & Canada)","neutral",9990,0.129073894804776,2
"4070",567839160779730944,0.6771,"",0,"United","","annricord","",0,"@united We were told by United to ""carry over/carry back"" for the refund.","","2015-02-17 16:13:00 -0800","Canmore","Mountain Time (US & Canada)","neutral",9995,0.129073894804776,2
"4124",567814001212809216,0.6632,"",0,"United","","CWWMUK","",0,"@united do you have an e-mail address I can write my account to? Might be less likely to disappear","","2015-02-17 14:33:02 -0800","North West of England","","neutral",10001,0.129073894804776,2
"4139",567808424696893440,1,"",NA,"United","","VisionRoij","",0,"@united Allright! Last question : the power outlets on my flight are available in the premium cabin. Does that include economy plus cabin?","","2015-02-17 14:10:52 -0800","The Netherlands","Amsterdam","neutral",10005,0.129073894804776,2
"4228",567766554600038400,0.6596,"",0,"United","","CWWMUK","",0,"@united No, not received any e-mails in either Inbox or junk/spam","","2015-02-17 11:24:29 -0800","North West of England","","neutral",10026,0.129073894804776,2
"4251",567750428595871744,0.6566,"",0,"United","","rdahlstrom99","",0,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl","","2015-02-17 10:20:25 -0800","ÜT: 40.635407,-73.991869","","neutral",10029,0.129073894804776,2
"4270",567741700597366784,1,"",NA,"United","","BlueOceanTweets","",1,"@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards","","2015-02-17 09:45:44 -0800","Halifax, Nova Scotia","Atlantic Time (Canada)","neutral",10034,0.129073894804776,2
"4276",567738031398866944,0.6637,"",0,"United","","stephbahnie","",0,"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?","","2015-02-17 09:31:09 -0800","","Pacific Time (US & Canada)","neutral",10037,0.129073894804776,2
"4352",570293142257311744,0.7015,"",0,"Southwest","","brittanylinnes","",0,".@SouthwestAir she needs a wheelchair at the gate for sure. What options does she have?","","2015-02-24 10:44:15 -0800","New York, NY","Eastern Time (US & Canada)","neutral",10055,0.129073894804776,2
"4397",570272015598411776,0.6806,"",0,"Southwest","","MarlaDShepard","",0,"You have to follow me back so that I can DM @SouthwestAir","","2015-02-24 09:20:18 -0800","Raleigh, NC","","neutral",10066,0.129073894804776,2
"4448",570250554670125056,0.6765,"",NA,"Southwest","","OBruce135","",0,"@SouthwestAir Thank you!","","2015-02-24 07:55:01 -0800","","","neutral",10079,0.129073894804776,2
"4473",570222625621831680,1,"",NA,"Southwest","","passthechorizo","",0,"@SouthwestAir- Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget...","","2015-02-24 06:04:02 -0800","Chicago","Central Time (US & Canada)","neutral",10087,0.129073894804776,2
"4481",570215548589453312,1,"",NA,"Southwest","","joshkmm","",0,"@SouthwestAir I urgently need two receipts sent but CS is closed. Can you help?","","2015-02-24 05:35:55 -0800","Kansas City, KS","Central Time (US & Canada)","neutral",10088,0.129073894804776,2
"4520",570076090917650432,0.6382,"",NA,"Southwest","","racingchic247","",0,"@SouthwestAir Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation","","2015-02-23 20:21:46 -0800","Moultonborough, NH","Quito","neutral",10098,0.129073894804776,2
"4549",570035287679590400,0.6664,"",0,"Southwest","","MauLoaIkaika73","",0,"@SouthwestAir @Imaginedragons I tried. 😔 It's okay","","2015-02-23 17:39:37 -0800","","Pacific Time (US & Canada)","neutral",10106,0.129073894804776,2
"4574",570008817414639616,0.675,"",NA,"Southwest","","amyflenard","",0,"@SouthwestAir can you tell me if flight 805 from MDW-FLL tomorrow (2/24) is at full capacity?  i'm hoping for a little bit of extra room! 😊","","2015-02-23 15:54:26 -0800","darien, il","Central Time (US & Canada)","neutral",10112,0.129073894804776,2
"4636",569971526876962816,0.6661,"",0,"Southwest","","Hustleran","",0,"@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.","","2015-02-23 13:26:16 -0800","","","neutral",10135,0.129073894804776,2
"4661",569953874435567616,1,"",NA,"Southwest","","madisonisom","",0,"@SouthwestAir done. Sorry, I thought I was already.","","2015-02-23 12:16:07 -0800","Birmingham, AL","Central Time (US & Canada)","neutral",10143,0.129073894804776,2
"4733",569892876642955264,0.6681,"",NA,"Southwest","","fromtheleftseat","",0,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk","","2015-02-23 08:13:44 -0800","Phoenix AZ","Arizona","neutral",10157,0.129073894804776,2
"4857",569679850773958656,0.6056,"",0,"Southwest","","MsNamri","",0,"@SouthwestAir I have a child traveling cross country...she's 11 will be turning 12 in march...and (cont) http://t.co/Enh1keUUTd","","2015-02-22 18:07:15 -0800","Las Vegas, NV","Pacific Time (US & Canada)","neutral",10195,0.129073894804776,2
"4912",569658322732756992,0.7067,"",0,"Southwest","","Ashishwadhwa9","",0,"@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets","","2015-02-22 16:41:42 -0800","","","neutral",10215,0.129073894804776,2
"4920",569649277888106496,0.6809,"",0,"Southwest","","courtney_curley","",0,"@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.","","2015-02-22 16:05:46 -0800","","","neutral",10216,0.129073894804776,2
"4922",569646857632096256,0.6592,"",NA,"Southwest","","ae4mcae","",0,"@SouthwestAir Flying South by Southwest from SJC to SNA tiday http://t.co/KJKuVJ6CMo","","2015-02-22 15:56:09 -0800","Fremont, CA","Pacific Time (US & Canada)","neutral",10217,0.129073894804776,2
"4973",569589955837628416,1,"",NA,"Southwest","","MysticlyClear","",0,"@SouthwestAir  I heard a rumor flight 898 was Cancelled Flightled.  Is this true?","","2015-02-22 12:10:02 -0800","Texas","Mountain Time (US & Canada)","neutral",10230,0.129073894804776,2
"5035",569508595181731840,1,"",NA,"Southwest","","kristagermanis","",0,"@SouthwestAir What is the best credit card to use/open to get miles with y'all?","","2015-02-22 06:46:44 -0800","Washington, DC","Eastern Time (US & Canada)","neutral",10247,0.129073894804776,2
"5042",569502963317649408,1,"",NA,"Southwest","","JayWogi","",0,"@SouthwestAir can you help","","2015-02-22 06:24:21 -0800","Houston, Texas","Central Time (US & Canada)","neutral",10249,0.129073894804776,2
"5078",569362928710914048,1,"",NA,"Southwest","","JohnSimonePhoto","",0,"@SouthwestAir better travel photos:
My Kindle e-book Easy Tips guide http://t.co/7dM2J8H97M:
http://t.co/xeDeckGMW5 http://t.co/frGhglMkqF","","2015-02-21 21:07:55 -0800","Toronto (formerly NYC)","","neutral",10258,0.129073894804776,2
"5142",569311935835062272,1,"",NA,"Southwest","","kolak_jason","",0,"@SouthwestAir quick question: let's say I book a flight (I did so) and you then drop the price. Do I get the cheaper rate?","","2015-02-21 17:45:17 -0800","","Atlantic Time (Canada)","neutral",10266,0.129073894804776,2
"5198",569262065988308992,0.6721,"",0,"Southwest","","clchev","",0,"@SouthwestAir How can you get your TSA traveler ID added to your boarding pass? Why would it not be included as TSA precheck? Flying tomorro","","2015-02-21 14:27:07 -0800","Upstate New York","","neutral",10271,0.129073894804776,2
"5263",569226157901684736,0.6917,"",0,"Southwest","","YahooSchwab","",0,"@SouthwestAir I actually could use a slight tweak to my return - not leaving here now til Monday -any way I can skip calling for that?","","2015-02-21 12:04:26 -0800","Denver","Mountain Time (US & Canada)","neutral",10281,0.129073894804776,2
"5276",569221337077587968,1,"",NA,"Southwest","","nikkijbreeze","",0,"@SouthwestAir no thanks","","2015-02-21 11:45:17 -0800","","","neutral",10286,0.129073894804776,2
"5393",569150371706200064,1,"",NA,"Southwest","","MichaelOinJax","",0,"@SouthwestAir Show Jacksonville some 💝too!  We want #3ticketsforJax!","","2015-02-21 07:03:17 -0800","","","neutral",10308,0.129073894804776,2
"5395",569149358802759680,0.6636,"",0,"Southwest","","alee317","",0,"@SouthwestAir Plz consider customers you're losing to #AA for 🚫 the KC ↔️ OKC directs. #okcdirects #OKC #MCI #flights #okcprofessionals","","2015-02-21 06:59:16 -0800","","Central Time (US & Canada)","neutral",10309,0.129073894804776,2
"5489",568949312098476032,1,"",NA,"Southwest","","vanessamarie18_","",0,"@SouthwestAir @SwagglikeBean take me here","","2015-02-20 17:44:21 -0800","  || san antonio, texas||","Eastern Time (US & Canada)","neutral",10333,0.129073894804776,2
"5512",568929816797323264,0.6522,"",0,"Southwest","","davidgoodson71","",1,"@SouthwestAir just do it that easy","","2015-02-20 16:26:53 -0800","","","neutral",10339,0.129073894804776,2
"5543",568910702070534144,0.682,"",0,"Southwest","","FuyukaiDesuYo","",0,"@SouthwestAir I would sell my nonexistent soul to go see #DestinationDragons","","2015-02-20 15:10:55 -0800","","","neutral",10353,0.129073894804776,2
"5574",568888508703752192,1,"",NA,"Southwest","","livvyports16","",1,"@SouthwestAir I saw ppl were winning tickets still, how do we win some?","","2015-02-20 13:42:44 -0800","","","neutral",10363,0.129073894804776,2
"5600",568876836324638720,0.6667,"",NA,"Southwest","","Leahey09","",0,"@SouthwestAir will there a non-stop flight from Midway to Boise for this summer season? Looking to book at labor day trip.  Ty","","2015-02-20 12:56:21 -0800","Chicago, IL","Central Time (US & Canada)","neutral",10376,0.129073894804776,2
"5619",568856905445199872,1,"",NA,"Southwest","","asianmegan","",0,"@SouthwestAir I have a credit that expires a month before my flight, is there any possible way I can have that extended?","","2015-02-20 11:37:09 -0800","Sittin on the dock of the bay ","Eastern Time (US & Canada)","neutral",10381,0.129073894804776,2
"5627",568852204750135296,1,"",NA,"Southwest","","woman4lif","",0,"@SouthwestAir  I can go.  I want to badly!!!!   I don't know how to DM.  Can I e-mail you?   Help!!!  wmn4life@hotmail.com","","2015-02-20 11:18:29 -0800","Northern UT","Mountain Time (US & Canada)","neutral",10387,0.129073894804776,2
"5634",568848795733069824,0.6733,"",NA,"Southwest","","hwalsh22","",0,"@SouthwestAir how oh how do we get tickets! ?!","","2015-02-20 11:04:56 -0800","Beaverton, OR","","neutral",10388,0.129073894804776,2
"5648",568836930550534144,1,"",NA,"Southwest","","MehtaGoesMeta","",0,"@SouthwestAir will do. Thank you.","","2015-02-20 10:17:47 -0800","Astoria, New York","Eastern Time (US & Canada)","neutral",10394,0.129073894804776,2
"5670",568825542792720384,1,"",NA,"Southwest","","Seattle_D","",0,"@SouthwestAir Hi there. We’re flying SWA today. Our son has a peanut allergy. Any way to request the crew not serve peanuts on flight? Thx","","2015-02-20 09:32:32 -0800","Seattle (duh!)","Pacific Time (US & Canada)","neutral",10401,0.129073894804776,2
"5695",568802037057646592,1,"",NA,"Southwest","","_mighty_max_","",0,"@SouthwestAir @Vindictive_tK Larry David works for southwest?","","2015-02-20 07:59:08 -0800","Raleigh, NC","","neutral",10412,0.129073894804776,2
"5716",568782761852596224,0.6542,"",NA,"Southwest","","svssywentz","",0,"@SouthwestAir #DestinationDragons iD is my favorite band and i met my 2bestfriends thanks to them! it would be life changing to see them!","","2015-02-20 06:42:32 -0800","","","neutral",10416,0.129073894804776,2
"5727",568776728333541376,0.3469,"",0,"Southwest","","Milwaukette","",0,"@SouthwestAir Can you please follow so I can DM? Thx!","","2015-02-20 06:18:34 -0800","Milwaukee, WI","Atlantic Time (Canada)","neutral",10419,0.129073894804776,2
"5750",568752276040495104,0.916,"",0,"Southwest","neutral","kalenski","",0,"@SouthwestAir If a travel advisory is posted for DEN, can I then make changes to my ticket? Anything I need to know before I call?","","2015-02-20 04:41:24 -0800","Denver","Mountain Time (US & Canada)","neutral",10425,0.129073894804776,2
"5778",568613245839224832,1,"",NA,"Southwest","","_YohoKa_","",0,"@SouthwestAir do we get to pick which @Imaginedragons show? #DestinationDragons","","2015-02-19 19:28:56 -0800","a cell tower","Mountain Time (US & Canada)","neutral",10430,0.129073894804776,2
"5804",568586231409475584,0.689,"",0,"Southwest","","Grime145","",0,"@SouthwestAir seems like you could make more money by opening up seats on a more desirable flight.","","2015-02-19 17:41:36 -0800","","Eastern Time (US & Canada)","neutral",10435,0.129073894804776,2
"5815",568578057293807616,1,"",NA,"Southwest","","itsjessme_","",1,"@SouthwestAir Is there any way to get entry to the Las Vegas event to see @Imaginedragons perform? #DestinationDragons","","2015-02-19 17:09:07 -0800","","Alaska","neutral",10437,0.129073894804776,2
"5839",568560904469684224,0.6559,"",0,"Southwest","","wclsc59","",0,"@SouthwestAir will you please work out a contract with @triflight to offer service there..","","2015-02-19 16:00:57 -0800","johnson city tn","","neutral",10443,0.129073894804776,2
"5920",568486399663575040,0.6504,"",0,"Southwest","","ravulapati","",0,"@SouthwestAir for my travel I see bz class and get away are sld out. Anytime is available . How do I know how many anytime are available?","","2015-02-19 11:04:54 -0800","Round Rock, TX","Hawaii","neutral",10470,0.129073894804776,2
"5933",568478536715120640,1,"",NA,"Southwest","","vincentpowell","",0,"@SouthwestAir following!! My bad.","","2015-02-19 10:33:39 -0800","Houston, TX","Central Time (US & Canada)","neutral",10477,0.129073894804776,2
"5992",568441899402584064,0.6105,"",0,"Southwest","","wxmario","",0,"@SouthwestAir I got a phishing email claiming to be from Southwest. I can forward to you if you'd like to investigate.","","2015-02-19 08:08:04 -0800","Pittsburgh, PA","Eastern Time (US & Canada)","neutral",10491,0.129073894804776,2
"6007",568437777647460352,0.6684,"",NA,"Southwest","","tripcentral","",0,"@SouthwestAir @FortuneMagazine Congratulations!","","2015-02-19 07:51:41 -0800","Canada","Eastern Time (US & Canada)","neutral",10495,0.129073894804776,2
"6093",568243352258236416,0.6738,"",0,"Southwest","","yancey_jake","",0,"@SouthwestAir if a passngr requires wheelchair to gt on plane then sits in an exit row, wld they b physically capable to help in emergency?","","2015-02-18 18:59:07 -0800","","","neutral",10533,0.129073894804776,2
